Timestamp_log,Source IP,Destination IP,IP_ID_hex,IP_ID_dec,IP_Checksum_hex,IP_Checksum_dec,Source Port,Destination Port,UDP_Checksum_hex,UDP_Checksum_dec,MCS,Timestamp_iperf,Timestamp_iperf_hex,Sequence_num_iperf,Sequence_num_iperf_hex
13:27:46.814,10.11.15.130,10.3.7.11,1a e0,6880,ef ae,61358,41166,1027,0b b3,2995,16,94098,00 01 6f 92,111,00 00 00 6f
13:27:46.817,10.11.15.130,10.3.7.11,1a e1,6881,ef ad,61357,41166,1027,ff f9,65529,12,97098,00 01 7b 4a,112,00 00 00 70
13:27:46.819,10.11.15.130,10.3.7.11,1a e2,6882,ef ac,61356,41166,1027,f8 27,63527,12,99099,00 01 83 1b,113,00 00 00 71
13:27:46.821,10.11.15.130,10.3.7.11,1a e3,6883,ef ab,61355,41166,1027,f0 56,61526,15,101099,00 01 8a eb,114,00 00 00 72
13:27:46.824,10.11.15.130,10.3.7.11,1a e4,6884,ef aa,61354,41166,1027,e4 9d,58525,13,104099,00 01 96 a3,115,00 00 00 73
13:27:46.826,10.11.15.130,10.3.7.11,1a e5,6885,ef a9,61353,41166,1027,dc cc,56524,12,106099,00 01 9e 73,116,00 00 00 74
13:27:46.828,10.11.15.130,10.3.7.11,1a e6,6886,ef a8,61352,41166,1027,d4 fc,54524,12,108098,00 01 a6 42,117,00 00 00 75
13:27:46.831,10.11.15.130,10.3.7.11,1a e7,6887,ef a7,61351,41166,1027,c9 43,51523,9,111098,00 01 b1 fa,118,00 00 00 76
13:27:46.833,10.11.15.130,10.3.7.11,1a e8,6888,ef a6,61350,41166,1027,c1 72,49522,9,113098,00 01 b9 ca,119,00 00 00 77
13:27:46.835,10.11.15.130,10.3.7.11,1a e9,6889,ef a5,61349,41166,1027,b9 a0,47520,12,115099,00 01 c1 9b,120,00 00 00 78
13:27:46.837,10.11.15.130,10.3.7.11,1a ea,6890,ef a4,61348,41166,1027,b1 cf,45519,15,117099,00 01 c9 6b,121,00 00 00 79
13:27:46.840,10.11.15.130,10.3.7.11,1a eb,6891,ef a3,61347,41166,1027,a6 17,42519,11,120098,00 01 d5 22,122,00 00 00 7a
13:27:46.842,10.11.15.130,10.3.7.11,1a ec,6892,ef a2,61346,41166,1027,9e 45,40517,11,122099,00 01 dc f3,123,00 00 00 7b
13:27:46.844,10.11.15.130,10.3.7.11,1a ed,6893,ef a1,61345,41166,1027,96 75,38517,16,124098,00 01 e4 c2,124,00 00 00 7c
13:27:46.847,10.11.15.130,10.3.7.11,1a ee,6894,ef a0,61344,41166,1027,8a bc,35516,15,127098,00 01 f0 7a,125,00 00 00 7d
13:27:46.849,10.11.15.130,10.3.7.11,1a ef,6895,ef 9f,61343,41166,1027,82 ea,33514,13,129099,00 01 f8 4b,126,00 00 00 7e
13:27:46.851,10.11.15.130,10.3.7.11,1a f0,6896,ef 9e,61342,41166,1027,7b 1a,31514,16,131098,00 02 00 1a,127,00 00 00 7f
13:27:46.854,10.11.15.130,10.3.7.11,1a f1,6897,ef 9d,61341,41166,1027,6f 61,28513,13,134098,00 02 0b d2,128,00 00 00 80
13:27:46.856,10.11.15.130,10.3.7.11,1a f2,6898,ef 9c,61340,41166,1027,67 90,26512,12,136098,00 02 13 a2,129,00 00 00 81
13:27:46.858,10.11.15.130,10.3.7.11,1a f3,6899,ef 9b,61339,41166,1027,5f be,24510,12,138099,00 02 1b 73,130,00 00 00 82
13:27:46.861,10.11.15.130,10.3.7.11,1a f4,6900,ef 9a,61338,41166,1027,54 06,21510,12,141098,00 02 27 2a,131,00 00 00 83
13:27:46.863,10.11.15.130,10.3.7.11,1a f5,6901,ef 99,61337,41166,1027,4c 35,19509,12,143098,00 02 2e fa,132,00 00 00 84
13:27:46.865,10.11.15.130,10.3.7.11,1a f6,6902,ef 98,61336,41166,1027,44 63,17507,12,145099,00 02 36 cb,133,00 00 00 85
13:27:46.868,10.11.15.130,10.3.7.11,1a f7,6903,ef 97,61335,41166,1027,38 ab,14507,15,148098,00 02 42 82,134,00 00 00 86
13:27:46.870,10.11.15.130,10.3.7.11,1a f8,6904,ef 96,61334,41166,1027,30 da,12506,12,150098,00 02 4a 52,135,00 00 00 87
13:27:46.872,10.11.15.130,10.3.7.11,1a f9,6905,ef 95,61333,41166,1027,29 08,10504,13,152099,00 02 52 23,136,00 00 00 88
13:27:46.875,10.11.15.130,10.3.7.11,1a fa,6906,ef 94,61332,41166,1027,1d 4f,7503,16,155099,00 02 5d db,137,00 00 00 89
13:27:46.877,10.11.15.130,10.3.7.11,1a fb,6907,ef 93,61331,41166,1027,15 7f,5503,13,157098,00 02 65 aa,138,00 00 00 8a
13:27:46.879,10.11.15.130,10.3.7.11,1a fc,6908,ef 92,61330,41166,1027,0d ad,3501,12,159099,00 02 6d 7b,139,00 00 00 8b
13:27:46.881,10.11.15.130,10.3.7.11,1a fd,6909,ef 91,61329,41166,1027,05 dc,1500,12,161099,00 02 75 4b,140,00 00 00 8c
13:27:46.884,10.11.15.130,10.3.7.11,1a fe,6910,ef 90,61328,41166,1027,fa 23,64035,17,164098,00 02 81 02,141,00 00 00 8d
13:27:46.886,10.11.15.130,10.3.7.11,1a ff,6911,ef 8f,61327,41166,1027,f2 51,62033,13,166099,00 02 88 d3,142,00 00 00 8e
13:27:46.888,10.11.15.130,10.3.7.11,1b 00,6912,ef 8e,61326,41166,1027,ea 80,60032,13,168099,00 02 90 a3,143,00 00 00 8f
13:27:46.891,10.11.15.130,10.3.7.11,1b 01,6913,ef 8d,61325,41166,1027,de c7,57031,13,171099,00 02 9c 5b,144,00 00 00 90
13:27:46.893,10.11.15.130,10.3.7.11,1b 02,6914,ef 8c,61324,41166,1027,d6 f7,55031,13,173098,00 02 a4 2a,145,00 00 00 91
